00,3686,AB,17,12,57,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65872,0139.54384833333333,
00,3686,AB,17,12,57,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871833333333,0139.54384666666667,
00,3686,AB,17,12,58,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871833333333,0139.54384666666667,
00,3686,A9,17,12,58,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871833333333,0139.543845,
00,3686,AA,17,12,59,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871833333333,0139.543845,
00,3686,A5,17,12,59,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871666666666,0139.543845,
00,3686,A4,17,12,59,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871666666666,0139.543845,
00,3686,AC,17,13,01,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871666666666,0139.543845,
00,3686,AB,17,13,01,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871666666666,0139.54384166666668,
00,3686,A5,17,13,01,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871666666666,0139.54384166666668,
00,3686,AA,17,13,01,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871666666666,0139.54384166666668,
00,3686,A6,17,13,03,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.658715,0139.54384,
00,3686,A2,17,13,03,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.658715,0139.54384,
00,3686,A1,17,13,03,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.658715,0139.54384,
00,3686,A4,17,13,06,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871333333333,0139.54383666666666,
00,3686,A8,17,13,07,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871333333333,0139.54383666666666,
00,3686,A7,17,13,07,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871333333333,0139.543835,
00,3686,AB,17,13,07,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871333333333,0139.543835,
00,3686,A8,17,13,07,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871333333333,0139.543835,
00,3686,A8,17,13,09,35,65,87,54,99,99,99,99,93,01,39,54,41,95,00,00,00,00,20,35.65871166666667,0139.543835,
