00,3663,D5,09,03,44,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,44,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,44,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,45,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,45,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,46,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,46,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,47,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,47,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,48,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,48,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,49,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,49,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,50,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,50,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,51,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,51,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,52,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,52,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,52,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,53,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,53,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,54,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,55,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,55,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,56,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,56,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,57,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,57,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,58,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,58,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,59,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,03,59,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,04,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,04,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,04,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,3663,D5,09,04,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
