00,3670,D8,20,19,03,35,65,88,21,66,66,66,66,82,01,39,54,38,73,33,33,33,32,32,
00,3670,D9,20,19,03,35,65,88,21,66,66,66,66,82,01,39,54,38,73,33,33,33,32,32,
00,3670,D9,20,19,03,35,65,88,21,66,66,66,66,82,01,39,54,38,73,33,33,33,32,32,
00,3670,D9,20,19,04,35,65,88,23,33,33,33,33,07,01,39,54,38,73,33,33,33,32,32,
00,3670,D9,20,19,04,35,65,88,23,33,33,33,33,07,01,39,54,38,73,33,33,33,32,32,
00,3670,D9,20,19,04,35,65,88,23,33,33,33,33,07,01,39,54,38,73,33,33,33,32,32,
00,3670,D9,20,19,05,35,65,88,25,00,00,00,00,02,01,39,54,38,75,00,00,00,01,41,
00,3670,D9,20,19,05,35,65,88,25,00,00,00,00,02,01,39,54,38,75,00,00,00,01,41,
00,3670,D9,20,19,05,35,65,88,25,00,00,00,00,02,01,39,54,38,75,00,00,00,01,41,
00,3670,D9,20,19,05,35,65,88,25,00,00,00,00,02,01,39,54,38,75,00,00,00,01,41,
00,3670,D9,20,19,06,35,65,88,26,66,66,66,66,98,01,39,54,38,75,00,00,00,01,41,
00,3670,D9,20,19,06,35,65,88,26,66,66,66,66,98,01,39,54,38,75,00,00,00,01,41,
00,3670,D9,20,19,06,35,65,88,26,66,66,66,66,98,01,39,54,38,75,00,00,00,01,41,
00,3670,D9,20,19,07,35,65,88,28,33,33,33,33,22,01,39,54,38,75,00,00,00,01,41,
00,3670,D9,20,19,07,35,65,88,28,33,33,33,33,22,01,39,54,38,75,00,00,00,01,41,
00,3670,D9,20,19,07,35,65,88,28,33,33,33,33,22,01,39,54,38,75,00,00,00,01,41,
00,3670,D9,20,19,07,35,65,88,28,33,33,33,33,22,01,39,54,38,75,00,00,00,01,41,
00,3670,D9,20,19,08,35,65,88,30,00,00,00,00,18,01,39,54,38,76,66,66,66,67,66,
00,3670,D9,20,19,08,35,65,88,30,00,00,00,00,18,01,39,54,38,76,66,66,66,67,66,
00,3670,D9,20,19,08,35,65,88,30,00,00,00,00,18,01,39,54,38,76,66,66,66,67,66,
00,3670,D9,20,19,09,35,65,88,31,66,66,66,66,43,01,39,54,38,76,66,66,66,67,66,
00,3670,D9,20,19,09,35,65,88,31,66,66,66,66,43,01,39,54,38,76,66,66,66,67,66,
00,3670,D9,20,19,09,35,65,88,31,66,66,66,66,43,01,39,54,38,76,66,66,66,67,66,
00,3670,D9,20,19,10,35,65,88,33,33,33,33,33,38,01,39,54,38,78,33,33,33,33,90,
00,3670,D9,20,19,10,35,65,88,33,33,33,33,33,38,01,39,54,38,78,33,33,33,33,90,
00,3670,D9,20,19,10,35,65,88,33,33,33,33,33,38,01,39,54,38,78,33,33,33,33,90,
00,3670,D9,20,19,10,35,65,88,33,33,33,33,33,38,01,39,54,38,78,33,33,33,33,90,
00,3670,D9,20,19,11,35,65,88,35,00,00,00,00,34,01,39,54,38,80,00,00,00,00,15,
